,Date,Open,High,Low,Close,Volume,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,EMA_55,EMA_99,EMA_222,Score
0,2020-06-24 22:50:00,9279.04,9289.0,9279.04,9286.62,455.294,,,,,9301.0,9286.62,9286.62,9286.62,0
1,2020-06-24 22:55:00,9286.62,9298.99,9286.24,9298.71,660.1239999999998,,,,,9302.03,9287.051785714288,9286.8618,9286.728430493275,0
2,2020-06-24 23:00:00,9298.72,9304.48,9296.24,9296.64,930.47,,,,,9299.44,9287.394221938779,9287.057364,9286.817323493335,0
3,2020-06-24 23:05:00,9296.65,9299.97,9293.34,9299.21,337.821,,,,,9290.01,9287.816214012395,9287.300416720002,9286.928468574111,0
4,2020-06-24 23:10:00,9299.2,9320.0,9299.2,9311.25,1054.784,,,,,9286.65,9288.653134940525,9287.779408385602,9287.146598900801,0
5,2020-06-24 23:15:00,9311.25,9320.0,9310.0,9311.66,343.8769999999999,,,,,9284.82,9289.474808692648,9288.25702021789,9287.366450031735,0
6,2020-06-24 23:20:00,9311.66,9314.65,9306.5,9309.05,311.3590000000001,,,,,9289.08,9290.173922667911,9288.672879813534,9287.5609213319,0
7,2020-06-24 23:25:00,9309.06,9328.0,9305.33,9313.64,834.6469999999998,,,,,9278.99,9291.011996858342,9289.172222217263,9287.794814414125,0
8,2020-06-24 23:30:00,9314.01,9320.0,9314.0,9318.21,155.67,,,,,9280.68,9291.983354113401,9289.752977772918,9288.067596347631,0
9,2020-06-24 23:35:00,9318.21,9318.21,9310.13,9310.14,234.24,,,,,9284.03,9292.631805752208,9290.160718217458,9288.265555124783,0
10,2020-06-24 23:40:00,9310.13,9319.43,9310.13,9315.99,173.081,,,,,9272.01,9293.466026975344,9290.677303853108,9288.514204854604,0
11,2020-06-24 23:45:00,9315.99,9317.48,9273.43,9287.95,1474.821,,,,,9283.06,9293.269026011938,9290.622757776046,9288.509144721378,0
12,2020-06-24 23:50:00,9287.95,9287.96,9281.89,9286.86,220.766,,,,,9271.62,9293.040132225797,9290.547502620524,9288.494354185761,0
13,2020-06-24 23:55:00,9286.86,9318.21,9279.32,9298.4,5641.675,,,,,9247.64,9293.231556074876,9290.704552568113,9288.583194058534,0
14,2020-06-25 00:00:00,9298.78,9298.9,9277.73,9280.62,1021.026,,,,,9259.58,9292.781143357917,9290.50286151675,9288.51177527774,0
15,2020-06-25 00:05:00,9280.61,9295.93,9280.61,9284.16,367.534,,,,,9262.87,9292.473245380848,9290.376004286414,9288.472745903053,0
16,2020-06-25 00:10:00,9284.17,9299.17,9268.85,9287.21,2013.544,,,,,9257.28,9292.285272331534,9290.312684200684,9288.461420827689,0
17,2020-06-25 00:15:00,9287.21,9291.99,9278.1,9283.56,277.436,,,,,9266.0,9291.97365546255,9290.177630516671,9288.417461896499,0
18,2020-06-25 00:20:00,9283.5,9294.0,9283.5,9291.58,301.58,,,,,9257.9,9291.95959633889,9290.205677906337,9288.445825466935,0
19,2020-06-25 00:25:00,9291.56,9297.58,9291.4,9296.24,187.807,9298.425,,,,9257.95,9292.112467898214,9290.326364348211,9288.515728377544,0
20,2020-06-25 00:30:00,9296.24,9297.02,9284.88,9285.63,201.57,9298.425,,,,9234.43,9291.880951187562,9290.232437061248,9288.489847405548,0
21,2020-06-25 00:35:00,9285.63,9285.65,9270.5,9270.5,579.715,9298.425,,,,9187.59,9291.117345788007,9289.837788320023,9288.32850348263,0
22,2020-06-25 00:40:00,9270.51,9275.74,9270.5,9272.25,379.902,9298.425,,,,9118.37,9290.443512009864,9289.486032553621,9288.184301657673,0
23,2020-06-25 00:45:00,9272.24,9284.45,9250.0,9275.83,1665.3429999999996,9289.0,,,,9139.25,9289.921600866655,9289.212911902549,9288.073500745944,0
24,2020-06-25 00:50:00,9275.84,9283.62,9272.29,9272.29,293.765,9289.0,,,,9139.85,9289.291900835704,9288.874453664497,9287.931944685442,0
25,2020-06-25 00:55:00,9271.89,9275.82,9264.27,9272.61,322.93,9289.0,,,,9106.71,9288.696118663,9288.549164591206,9287.794528141178,0
26,2020-06-25 01:00:00,9272.61,9285.38,9272.6,9285.37,253.001,9289.0,,,,9048.32,9288.577328710751,9288.485581299381,9287.77278349417,0
27,2020-06-25 01:05:00,9285.37,9293.64,9285.37,9290.0,322.659,9285.0,,,,9071.78,9288.628138399652,9288.515869673392,9287.792758530097,0
28,2020-06-25 01:10:00,9289.99,9294.42,9288.47,9288.99,154.958,9284.715,,,,9088.1,9288.641062028237,9288.525352279925,9287.803496121755,0
29,2020-06-25 01:15:00,9289.0,9290.68,9285.93,9290.5,162.594,9284.715,,,,9068.71,9288.707452670085,9288.564845234325,9287.827680013039,0
30,2020-06-25 01:20:00,9290.14,9309.31,9290.13,9301.0,814.352,9284.105,,,,9112.73,9289.146472217582,9288.81354832964,9287.945817412025,0
31,2020-06-25 01:25:00,9301.0,9310.23,9298.1,9302.03,473.02,9284.105,,,,9099.65,9289.606598209812,9289.077877363046,9288.072132950929,0
32,2020-06-25 01:30:00,9302.38,9303.8,9293.91,9299.44,271.401,9284.105,,,,9116.96,9289.95779113089,9289.285119815784,9288.174086915495,0
33,2020-06-25 01:35:00,9299.43,9301.24,9288.94,9290.01,408.721,9280.115,,,,9144.64,9289.959655733357,9289.299617419469,9288.190552503695,0
34,2020-06-25 01:40:00,9290.01,9290.01,9284.4,9286.65,273.772,9280.115,,,,9139.37,9289.84145374288,9289.246625071079,9288.176735889312,0
35,2020-06-25 01:45:00,9286.71,9287.84,9284.0,9284.82,182.444,9280.115,,,,9137.37,9289.662116109206,9289.158092569658,9288.1466306347,0
36,2020-06-25 01:50:00,9284.82,9289.72,9284.81,9289.08,190.73,9280.115,,,,9103.13,9289.641326248164,9289.156530718265,9288.155001660398,0
37,2020-06-25 01:55:00,9289.08,9292.24,9277.22,9278.99,250.505,9280.115,,,,9119.66,9289.2609217393,9288.953200103899,9288.07280433609,0
38,2020-06-25 02:00:00,9278.98,9284.0,9278.12,9280.68,350.81699999999995,9280.115,,,,9132.75,9288.95446024861,9288.787736101822,9288.006501158188,0
39,2020-06-25 02:05:00,9280.66,9287.23,9278.26,9284.03,235.676,9280.115,,,,9131.24,9288.778586668303,9288.692581379784,9287.970837470672,0
40,2020-06-25 02:10:00,9284.03,9284.04,9272.0,9272.01,227.528,9280.115,,,,9133.0,9288.179708573005,9288.358929752187,9287.827690946271,0
41,2020-06-25 02:15:00,9272.0,9283.06,9272.0,9283.06,223.005,9280.115,,,,9124.86,9287.996861838255,9288.252951157143,9287.784931386215,0
42,2020-06-25 02:20:00,9283.39,9283.76,9271.2,9271.62,157.241,9280.115,,,,9118.99,9287.411973915461,9287.920292134,9287.63995442311,0
43,2020-06-25 02:25:00,9271.87,9271.88,9242.16,9247.64,2215.771,9276.195,,,,9110.87,9285.991546275623,9287.11468629132,9287.281210437252,0
44,2020-06-25 02:30:00,9247.63,9261.73,9229.44,9259.58,1738.7879999999998,9269.835,,,,9104.81,9285.04827676578,9286.563992565492,9287.032769088037,0
45,2020-06-25 02:35:00,9259.88,9264.35,9255.0,9262.87,411.557,9269.835,,,,9121.32,9284.256195452715,9286.090112714182,9286.816062638816,0
46,2020-06-25 02:40:00,9262.87,9263.98,9256.0,9257.28,279.994,9269.835,,,,9126.42,9283.292759900833,9285.513910459898,9286.551165216048,0
47,2020-06-25 02:45:00,9257.28,9270.0,9257.27,9266.0,363.176,9269.835,,,,9132.53,9282.675161332945,9285.1236322507,9286.366849832943,0
48,2020-06-25 02:50:00,9266.01,9266.01,9257.9,9257.9,188.234,9269.835,,,,9127.4,9281.790334142483,9284.579159605684,9286.111541762693,0
49,2020-06-25 02:55:00,9257.89,9267.97,9255.31,9257.95,476.4,9269.835,,,,9164.04,9280.938893637394,9284.04657641357,9285.858971881413,0
50,2020-06-25 03:00:00,9257.64,9259.0,9210.0,9234.43,2941.567,9260.115,,,,9170.74,9279.277861721774,9283.054244885298,9285.397725496825,0
51,2020-06-25 03:05:00,9234.43,9234.86,9130.0,9187.59,10353.417,9216.9,,,,9173.79,9276.00329523171,9281.144959987592,9284.520526165015,0
52,2020-06-25 03:10:00,9187.9,9189.75,9102.58,9118.37,8611.851,9201.91,,,,9184.26,9270.373534687722,9277.88946078784,9283.030386916898,0
53,2020-06-25 03:15:00,9118.7,9159.53,9090.0,9139.25,4470.323,9191.119999999999,,,,9176.42,9265.69055130602,9275.116671572083,9281.740876720334,0
54,2020-06-25 03:20:00,9139.01,9143.99,9121.0,9139.85,1545.415,9191.119999999999,,,,9178.79,9261.196245902232,9272.411338140642,9280.46831280356,0
55,2020-06-25 03:25:00,9139.84,9140.98,9098.47,9106.71,2228.216,9191.119999999999,,,,9176.0,9255.678879977153,9269.09731137783,9278.909942285141,0
56,2020-06-25 03:30:00,9106.83,9108.35,9040.0,9048.32,9469.893,9166.119999999999,,,,9190.45,9248.273205692254,9264.681765150272,9276.841871053884,0
57,2020-06-25 03:35:00,9048.32,9075.0,9005.0,9071.78,7785.618,9146.115,,,,9182.51,9241.969876917532,9260.823729847267,9275.002751134118,0
58,2020-06-25 03:40:00,9071.9,9091.21,9057.48,9088.1,1960.558,9146.115,,,,9183.44,9236.474524170479,9257.369255250322,9273.326493276412,0
59,2020-06-25 03:45:00,9088.1,9089.36,9053.38,9068.71,1798.984,9144.52,9166.5,,,9164.09,9230.482934021533,9253.596070145315,9271.491367776176,-1
60,2020-06-25 03:50:00,9068.72,9121.0,9068.7,9112.73,2276.1710000000007,9144.380000000001,9166.5,,,9163.35,9226.277472092193,9250.778748742408,9270.067499006884,-1
61,2020-06-25 03:55:00,9112.86,9112.94,9094.29,9099.65,1341.308,9144.380000000001,9166.5,,,9174.42,9221.755062374614,9247.75617376756,9268.539090944041,-1
62,2020-06-25 04:00:00,9099.65,9120.68,9089.24,9116.96,1598.134,9138.439999999999,9166.5,,,9182.99,9218.01238157552,9245.14025029221,9267.1796372136,-1
63,2020-06-25 04:05:00,9116.89,9148.39,9113.15,9144.64,2339.76,9137.5,9166.5,,,9181.04,9215.391939376394,9243.130245286366,9266.080627014373,-1
64,2020-06-25 04:10:00,9144.84,9156.25,9131.0,9139.37,1890.535,9137.5,9166.5,,,9177.26,9212.676870112951,9241.055040380637,9264.944208834871,-1
65,2020-06-25 04:15:00,9139.37,9145.0,9129.52,9137.37,1085.507,9137.5,9166.5,,,9186.4,9209.987339037489,9238.981339573025,9263.800045526936,-1
66,2020-06-25 04:20:00,9137.38,9137.38,9103.0,9103.13,2199.464,9137.5,9166.5,,,9187.47,9206.171005500435,9236.264312781565,9262.359058571537,-1
67,2020-06-25 04:25:00,9103.13,9121.93,9102.26,9119.66,1066.634,9136.485,9162.5,,,9180.85,9203.081326732563,9233.932226525934,9261.07924638704,-1
68,2020-06-25 04:30:00,9119.95,9133.0,9108.73,9132.75,784.6439999999999,9136.485,9162.215,,,9168.8,9200.569493634972,9231.908581995416,9259.928311441865,-1
69,2020-06-25 04:35:00,9132.85,9133.13,9122.62,9131.24,399.921,9132.0,9162.215,,,9166.0,9198.093440290866,9229.895210355508,9258.774156182295,-1
70,2020-06-25 04:40:00,9131.05,9136.87,9125.09,9133.0,335.1690000000001,9119.93,9161.605,,,9154.22,9195.768674566192,9227.957306148397,9257.646136844338,-1
71,2020-06-25 04:45:00,9133.01,9139.0,9122.69,9124.86,658.575,9097.375,9161.605,,,9149.04,9193.236221903115,9225.895360025428,9256.455229787438,-1
72,2020-06-25 04:50:00,9124.5,9124.5,9115.22,9118.99,578.109,9082.265,9161.605,,,9153.72,9190.58457112086,9223.75725282492,9255.222357771407,-1
73,2020-06-25 04:55:00,9118.99,9120.0,9110.87,9110.87,569.325,9080.625,9157.615,,,9146.1,9187.737622152259,9221.499507768422,9253.927717791394,-1
74,2020-06-25 05:00:00,9110.87,9116.92,9096.27,9104.81,1194.73,9080.625,9157.615,,,9165.11,9184.775921361106,9219.165717613054,9252.590339156493,-1
75,2020-06-25 05:05:00,9104.82,9121.32,9100.85,9121.32,796.576,9080.625,9157.615,,,9170.87,9182.509638455353,9217.208803260794,9251.41302669769,-1
76,2020-06-25 05:10:00,9121.1,9128.44,9118.92,9126.42,707.398,9080.625,9157.615,,,9175.83,9180.506437081947,9215.393027195576,9250.292013005334,-1
77,2020-06-25 05:15:00,9126.43,9132.95,9126.42,9132.53,400.716,9104.814999999999,9157.615,,,9174.98,9178.79299290045,9213.735766651665,9249.235851453715,-1
78,2020-06-25 05:20:00,9132.53,9133.0,9126.88,9127.4,448.142,9104.814999999999,9157.615,,,9163.88,9176.957528868292,9212.009051318633,9248.1431532344,-1
79,2020-06-25 05:25:00,9127.41,9167.87,9126.88,9164.04,1635.564,9118.285,9157.615,,,9169.44,9176.496188551568,9211.049670292261,9247.388864864583,1
80,2020-06-25 05:30:00,9162.69,9176.0,9158.38,9170.74,1551.846,9132.619999999999,9157.615,,,9250.77,9176.290610389013,9210.243476886417,9246.701431098982,1
81,2020-06-25 05:35:00,9170.71,9186.53,9157.97,9173.79,2197.542,9137.885,9157.615,,,9245.62,9176.201302875119,9209.514407348688,9246.047516918721,1
82,2020-06-25 05:40:00,9173.78,9195.7,9166.25,9184.26,1500.8270000000002,9145.985,9157.615,,,9256.89,9176.489113486723,9209.009319201714,9245.49336878492,1
83,2020-06-25 05:45:00,9184.27,9188.78,9172.99,9176.42,890.951,9145.985,9157.615,,,9274.1,9176.486645147912,9208.35753281768,9244.873876688194,1
84,2020-06-25 05:50:00,9176.59,9179.98,9165.26,9178.79,555.332,9145.985,9157.615,,,9274.51,9176.5689078212,9207.766182161326,9244.28119617978,1
85,2020-06-25 05:55:00,9178.8,9179.0,9172.85,9176.0,648.224,9145.985,9157.615,,,9280.0,9176.54858968473,9207.1308585181,9243.668808770095,1
86,2020-06-25 06:00:00,9176.0,9193.9,9175.5,9190.45,1255.735,9145.985,9157.615,,,9275.31,9177.04506862456,9206.797241347736,9243.191510036731,1
87,2020-06-25 06:05:00,9191.03,9195.38,9175.73,9182.51,867.8560000000001,9145.985,9157.615,,,9279.6,9177.240244745113,9206.311496520782,9242.647281247166,1
88,2020-06-25 06:10:00,9182.5,9190.06,9182.0,9183.44,360.966,9145.985,9157.615,,,9311.36,9177.461664575645,9205.854066590366,9242.116274240463,1
89,2020-06-25 06:15:00,9183.45,9183.45,9160.92,9164.09,1072.774,9145.985,9157.615,9155.51,,9297.95,9176.984105126514,9205.018785258559,9241.416487027544,1
90,2020-06-25 06:20:00,9164.09,9170.56,9162.16,9163.35,365.935,9145.985,9157.615,9155.44,,9298.79,9176.497172800568,9204.185409553387,9240.716339161825,1
91,2020-06-25 06:25:00,9163.33,9176.57,9162.02,9174.42,513.2719999999998,9145.985,9154.4,9155.44,,9297.9,9176.42298805769,9203.590101362319,9240.121753160374,1
92,2020-06-25 06:30:00,9174.38,9183.0,9174.16,9182.99,598.22,9145.985,9153.119999999999,9152.47,,9288.71,9176.657524198486,9203.178099335071,9239.609360755348,1
93,2020-06-25 06:35:00,9183.0,9185.0,9177.01,9181.04,423.449,9145.985,9148.619999999999,9152.0,,9286.13,9176.8140411914,9202.735337348371,9239.084075008663,1
94,2020-06-25 06:40:00,9181.03,9182.0,9176.99,9177.26,188.226,9148.275000000001,9148.619999999999,9152.0,,9281.6,9176.829968291708,9202.225830601405,9238.529598999616,1
95,2020-06-25 06:45:00,9177.37,9188.88,9177.37,9186.4,518.061,9157.310000000001,9148.619999999999,9152.0,,9282.59,9177.171755138434,9201.909313989376,9238.062068963745,1
96,2020-06-25 06:50:00,9186.36,9192.9,9186.09,9187.47,454.244,9161.060000000001,9148.619999999999,9152.0,,9289.76,9177.539549597775,9201.620527709589,9237.608328434922,1
97,2020-06-25 06:55:00,9187.37,9190.0,9177.7,9180.85,404.957,9161.29,9146.115,9149.4925,,9278.66,9177.657779969284,9201.205117155398,9237.099285130573,1
98,2020-06-25 07:00:00,9180.84,9184.73,9167.54,9168.8,643.766,9161.29,9146.115,9149.35,,9277.3,9177.341430684668,9200.55701481229,9236.486735488146,1
99,2020-06-25 07:05:00,9168.88,9169.21,9165.0,9166.0,433.108,9176.835,9144.52,9147.1075,,9278.37,9176.936379588788,9199.865874516043,9235.854567456863,1
100,2020-06-25 07:10:00,9166.0,9166.01,9143.78,9154.22,1297.128,9169.740000000002,9144.380000000001,9140.7675,,9274.0,9176.12508031776,9198.952957025722,9235.122418869805,1
101,2020-06-25 07:15:00,9154.22,9161.09,9147.58,9149.04,624.6030000000002,9169.740000000002,9144.380000000001,9129.49,,9282.0,9175.157756020697,9197.954697885207,9234.350379238685,1
102,2020-06-25 07:20:00,9149.05,9154.75,9137.64,9153.72,1039.158,9166.509999999998,9138.439999999999,9121.935,,9282.89,9174.392121877101,9197.070003927502,9233.627236823988,1
103,2020-06-25 07:25:00,9153.73,9158.0,9146.07,9146.1,489.036,9166.509999999998,9137.5,9119.119999999999,,9254.45,9173.381688952919,9196.050603848951,9232.84223918431,1
104,2020-06-25 07:30:00,9146.1,9166.7,9146.1,9165.11,617.945,9166.509999999998,9137.5,9119.119999999999,,9267.22,9173.086271490316,9195.431791771973,9232.234775155752,1
105,2020-06-25 07:35:00,9165.51,9180.99,9165.51,9170.87,605.81,9166.509999999998,9137.5,9119.119999999999,,9253.79,9173.00711893709,9194.940555936533,9231.684418427898,1
106,2020-06-25 07:40:00,9170.87,9180.0,9170.87,9175.83,429.021,9166.509999999998,9137.5,9119.119999999999,,9265.87,9173.107936117909,9194.558344817804,9231.183481939754,1
107,2020-06-25 07:45:00,9175.83,9183.1,9173.58,9174.98,414.025,9165.27,9136.485,9131.215,,9260.74,9173.174795542269,9194.166777921448,9230.679414837155,1
108,2020-06-25 07:50:00,9174.98,9177.29,9162.71,9163.88,359.097,9165.27,9136.485,9131.215,,9261.56,9172.842838558616,9193.561042363019,9230.08031694624,1
109,2020-06-25 07:55:00,9163.87,9169.85,9162.58,9169.44,268.907,9165.27,9132.0,9137.95,,9256.0,9172.721308610093,9193.078621515759,9229.53645760143,1
110,2020-06-25 08:00:00,9169.44,9259.0,9169.44,9250.77,6814.335,9198.32,9132.0,9145.1175,,9273.31,9175.508761874018,9194.232449085444,9229.726892959265,1
111,2020-06-25 08:05:00,9250.78,9268.8,9237.07,9245.62,2425.605,9203.22,9136.9,9147.75,,9271.99,9178.012734664233,9195.260200103734,9229.869432035865,1
112,2020-06-25 08:10:00,9245.13,9262.54,9245.13,9256.89,1623.118,9203.22,9136.9,9151.8,,9270.21,9180.829779854797,9196.49279610166,9230.111768968278,1
113,2020-06-25 08:15:00,9256.88,9280.0,9256.88,9274.1,3133.545,9208.82,9142.5,9151.8,,9259.73,9184.160859145699,9198.044940179627,9230.506282251074,1
114,2020-06-25 08:20:00,9274.1,9287.82,9259.01,9274.51,2119.689,9212.73,9146.41,9151.8,,9259.72,9187.38761417621,9199.574241376034,9230.900934428193,1
115,2020-06-25 08:25:00,9274.62,9284.39,9270.12,9280.0,1255.623,9212.73,9146.41,9151.8,,9265.79,9190.695199384201,9201.182756548515,9231.341284792066,1
116,2020-06-25 08:30:00,9280.0,9303.13,9273.35,9275.31,2247.206,9220.384999999998,9154.064999999999,9151.8,,9255.84,9193.717156549052,9202.665301417544,9231.735623045053,1
117,2020-06-25 08:35:00,9275.32,9295.9,9275.0,9279.6,1224.894,9220.384999999998,9178.255,9151.8,,9259.06,9196.784400958013,9204.203995389194,9232.164899968415,1
118,2020-06-25 08:40:00,9279.53,9315.0,9279.53,9311.36,2007.683,9226.32,9184.189999999999,9151.8,,9268.29,9200.876386638085,9206.34711548141,9232.875169923855,1
119,2020-06-25 08:45:00,9311.72,9333.12,9291.7,9297.95,3659.424,9235.380000000001,9200.91,9151.8,,9270.46,9204.34330140101,9208.179173171782,9233.458800686869,1
120,2020-06-25 08:50:00,9296.69,9300.61,9289.06,9298.79,826.352,9235.380000000001,9211.18,9151.8,,9267.55,9207.716397779546,9209.991389708346,9234.04473072555,1
121,2020-06-25 08:55:00,9299.05,9301.85,9285.0,9297.9,683.572,9235.380000000001,9211.18,9150.192500000001,,9272.65,9210.937240715992,9211.74956191418,9234.617423723528,1
122,2020-06-25 09:00:00,9297.9,9312.98,9288.0,9288.71,1165.1,9239.595000000001,9214.695,9149.5525,,9278.29,9213.71483926185,9213.288770675896,9235.102558936771,1
123,2020-06-25 09:05:00,9288.56,9300.0,9285.32,9286.13,626.286,9239.61,9214.695,9147.3025,,9289.15,9216.301095002496,9214.745595262377,9235.5602041481,1
124,2020-06-25 09:10:00,9286.16,9291.86,9281.6,9281.6,645.644,9247.85,9214.695,9148.4475,,9279.75,9218.633198752408,9216.082683357128,9235.973117115382,1
125,2020-06-25 09:15:00,9281.6,9291.62,9279.19,9282.59,716.797,9247.85,9214.695,9152.965,,9274.0,9220.917370225536,9217.412829689985,9236.391205751117,1
126,2020-06-25 09:20:00,9282.6,9290.0,9271.24,9289.76,815.8,9247.85,9214.695,9154.84,,9263.68,9223.376035574624,9218.859773096186,9236.869849645725,1
127,2020-06-25 09:25:00,9289.77,9290.0,9275.0,9278.66,497.786,9247.85,9214.695,9153.7025,,9253.21,9225.35046287553,9220.055777634263,9237.244649200471,1
128,2020-06-25 09:30:00,9278.61,9280.0,9267.57,9277.3,1048.347,9247.85,9214.695,9153.7025,,9232.9,9227.20580348712,9221.200662081577,9237.603890014818,1
129,2020-06-25 09:35:00,9277.68,9283.9,9273.0,9278.37,339.3769999999999,9251.28,9214.695,9160.6775,,9211.36,9229.033096219724,9222.344048839945,9237.969505351008,1
130,2020-06-25 09:40:00,9278.24,9283.0,9272.0,9274.0,376.1,9285.095000000001,9214.695,9157.060000000001,,9227.38,9230.63905706902,9223.377167863146,9238.292648800774,1
131,2020-06-25 09:45:00,9273.99,9282.47,9273.9,9282.0,432.622,9289.125,9214.695,9157.060000000001,,9180.0,9232.473376459413,9224.549624505882,9238.684642981932,1
132,2020-06-25 09:50:00,9281.99,9284.27,9276.05,9282.89,333.657,9295.0,9214.695,9152.474999999999,,9183.93,9234.273970157292,9225.716432015764,9239.08110358299,1
133,2020-06-25 09:55:00,9282.89,9287.77,9245.0,9254.45,2500.617,9289.060000000001,9214.695,9152.005,,9171.22,9234.994542651675,9226.291103375448,9239.218941219016,1
134,2020-06-25 10:00:00,9254.98,9267.23,9245.0,9267.22,1255.729,9289.060000000001,9216.985,9152.005,,9189.66,9236.145451842687,9227.109681307938,9239.470071791044,1
135,2020-06-25 10:05:00,9267.22,9272.43,9253.79,9253.79,726.52,9289.060000000001,9226.02,9152.005,,9198.58,9236.775614276878,9227.64328768178,9239.598501640452,1
136,2020-06-25 10:10:00,9254.43,9266.7,9250.02,9265.87,477.946,9289.060000000001,9229.77,9152.005,,9193.12,9237.814699481274,9228.407821928144,9239.83412045982,1
